C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/12/2015,08:00:00,REGULAR,0000000025,0000000034                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/12/2015,12:00:00,REGULAR,0000000025,0000000035                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/12/2015,16:00:00,REGULAR,0000000025,0000000036                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/12/2015,20:00:00,REGULAR,0000000025,0000000036                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/13/2015,00:00:00,REGULAR,0000000025,0000000036                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/13/2015,04:00:00,REGULAR,0000000025,0000000042                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/13/2015,08:00:00,REGULAR,0000000025,0000000045                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/13/2015,12:00:00,REGULAR,0000000028,0000000052                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/13/2015,16:00:00,REGULAR,0000000183,0000000084                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/13/2015,20:00:00,REGULAR,0000000272,0000000110                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/14/2015,00:00:00,REGULAR,0000000293,0000000120                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/14/2015,04:00:00,REGULAR,0000000295,0000000121                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/14/2015,08:00:00,REGULAR,0000000301,0000000124                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/14/2015,12:00:00,REGULAR,0000000342,0000000146                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/14/2015,12:52:19,REGULAR,0000000360,0000000148                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/14/2015,12:54:10,REGULAR,0000000361,0000000148                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/14/2015,16:00:00,REGULAR,0000000436,0000000164                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/14/2015,20:00:00,REGULAR,0000000516,0000000186                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/15/2015,00:00:00,REGULAR,0000000546,0000000190                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/15/2015,04:00:00,REGULAR,0000000549,0000000191                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/15/2015,08:00:00,REGULAR,0000000555,0000000192                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/15/2015,12:00:00,REGULAR,0000000601,0000000211                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/15/2015,16:00:00,REGULAR,0000000677,0000000234                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/15/2015,20:00:00,REGULAR,0000000769,0000000237                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/16/2015,00:00:00,REGULAR,0000000792,0000000238                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/16/2015,04:00:00,REGULAR,0000000797,0000000239                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/16/2015,08:00:00,REGULAR,0000000801,0000000239                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/16/2015,12:00:00,REGULAR,0000000825,0000000251                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/16/2015,16:00:00,REGULAR,0000000868,0000000259                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/16/2015,20:00:00,REGULAR,0000000932,0000000264                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/17/2015,00:00:00,REGULAR,0000000951,0000000265                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/17/2015,04:00:00,REGULAR,0000000952,0000000265                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/17/2015,08:00:00,REGULAR,0000000960,0000000269                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/17/2015,12:00:00,REGULAR,0000000980,0000000284                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/17/2015,16:00:00,REGULAR,0000001007,0000000291                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/17/2015,20:00:00,REGULAR,0000001078,0000000306                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/18/2015,00:00:00,REGULAR,0000001096,0000000312                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/18/2015,04:00:00,REGULAR,0000001106,0000000316                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/18/2015,08:00:00,REGULAR,0000001114,0000000320                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/18/2015,08:20:55,REGULAR,0000001119,0000000320                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/18/2015,08:23:48,REGULAR,0000001119,0000000320                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/18/2015,10:00:02,REGULAR,0000001127,0000000323                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/18/2015,12:00:00,REGULAR,0000001148,0000000333                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/18/2015,16:00:00,REGULAR,0000001208,0000000349                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/18/2015,20:00:00,REGULAR,0000001322,0000000365                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/12/2015,12:00:00,REGULAR,0000000036,0000000038                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/12/2015,16:00:00,REGULAR,0000000036,0000000039                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/12/2015,20:00:00,REGULAR,0000000036,0000000040                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/13/2015,00:00:00,REGULAR,0000000036,0000000040                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/13/2015,04:00:00,REGULAR,0000000036,0000000042                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/13/2015,08:00:00,REGULAR,0000000036,0000000043                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/13/2015,12:00:00,REGULAR,0000000039,0000000047                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/13/2015,16:00:00,REGULAR,0000000159,0000000086                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/13/2015,20:00:00,REGULAR,0000000242,0000000128                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/14/2015,00:00:00,REGULAR,0000000268,0000000135                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/14/2015,04:00:00,REGULAR,0000000270,0000000137                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/14/2015,08:00:00,REGULAR,0000000276,0000000146                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/14/2015,12:00:00,REGULAR,0000000317,0000000188                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/14/2015,12:52:19,REGULAR,0000000328,0000000201                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/14/2015,12:54:10,REGULAR,0000000330,0000000201                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/14/2015,16:00:00,REGULAR,0000000383,0000000227                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/14/2015,20:00:00,REGULAR,0000000466,0000000256                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/15/2015,00:00:00,REGULAR,0000000496,0000000260                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/15/2015,04:00:00,REGULAR,0000000500,0000000263                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/15/2015,08:00:00,REGULAR,0000000510,0000000269                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/15/2015,12:00:00,REGULAR,0000000561,0000000290                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/15/2015,16:00:00,REGULAR,0000000621,0000000306                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/15/2015,20:00:00,REGULAR,0000000702,0000000309                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/16/2015,00:00:00,REGULAR,0000000723,0000000314                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/16/2015,04:00:00,REGULAR,0000000728,0000000314                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/16/2015,08:00:00,REGULAR,0000000739,0000000316                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/16/2015,12:00:00,REGULAR,0000000779,0000000334                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/16/2015,16:00:00,REGULAR,0000000830,0000000344                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/16/2015,20:00:00,REGULAR,0000000904,0000000349                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/17/2015,00:00:00,REGULAR,0000000929,0000000353                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/17/2015,04:00:00,REGULAR,0000000934,0000000353                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/17/2015,08:00:00,REGULAR,0000000949,0000000357                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/17/2015,12:00:00,REGULAR,0000000992,0000000369                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/17/2015,16:00:00,REGULAR,0000001025,0000000379                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/17/2015,20:00:00,REGULAR,0000001120,0000000396                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/18/2015,00:00:00,REGULAR,0000001144,0000000405                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/18/2015,04:00:00,REGULAR,0000001156,0000000416                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/18/2015,08:00:00,REGULAR,0000001169,0000000423                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/18/2015,08:20:55,REGULAR,0000001174,0000000423                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/18/2015,08:23:48,REGULAR,0000001175,0000000424                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/18/2015,10:00:02,REGULAR,0000001198,0000000430                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/18/2015,12:00:00,REGULAR,0000001215,0000000444                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/18/2015,16:00:00,REGULAR,0000001276,0000000466                                        
R550,R072,00-03-0B,34 ST-HUDSON YD,7,IRT,09/18/2015,20:00:00,REGULAR,0000001375,0000000505                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/12/2015,00:00:00,REGULAR,0000000046,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/12/2015,04:00:00,REGULAR,0000000046,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/12/2015,08:00:00,REGULAR,0000000046,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/12/2015,12:00:00,REGULAR,0000000047,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/12/2015,16:00:00,REGULAR,0000000047,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/12/2015,20:00:00,REGULAR,0000000047,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/13/2015,00:00:00,REGULAR,0000000047,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/13/2015,04:00:00,REGULAR,0000000047,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/13/2015,08:00:00,REGULAR,0000000047,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/13/2015,12:00:00,REGULAR,0000000049,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/13/2015,16:00:00,REGULAR,0000000051,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/13/2015,20:00:00,REGULAR,0000000054,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/14/2015,00:00:00,REGULAR,0000000054,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/14/2015,04:00:00,REGULAR,0000000054,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/14/2015,08:00:00,REGULAR,0000000054,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/14/2015,12:00:00,REGULAR,0000000055,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/14/2015,12:52:19,REGULAR,0000000055,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/14/2015,12:54:10,REGULAR,0000000055,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/14/2015,16:00:00,REGULAR,0000000055,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/14/2015,20:00:00,REGULAR,0000000057,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/15/2015,00:00:00,REGULAR,0000000057,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/15/2015,04:00:00,REGULAR,0000000057,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/15/2015,08:00:00,REGULAR,0000000057,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/15/2015,12:00:00,REGULAR,0000000058,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/15/2015,16:00:00,REGULAR,0000000060,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/15/2015,20:00:00,REGULAR,0000000060,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/16/2015,00:00:00,REGULAR,0000000060,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/16/2015,04:00:00,REGULAR,0000000060,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/16/2015,08:00:00,REGULAR,0000000060,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/16/2015,12:00:00,REGULAR,0000000060,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/16/2015,16:00:00,REGULAR,0000000061,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/16/2015,20:00:00,REGULAR,0000000061,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/17/2015,00:00:00,REGULAR,0000000061,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/17/2015,04:00:00,REGULAR,0000000061,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/17/2015,08:00:00,REGULAR,0000000061,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/17/2015,12:00:00,REGULAR,0000000062,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/17/2015,16:00:00,REGULAR,0000000062,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/17/2015,20:00:00,REGULAR,0000000062,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/18/2015,00:00:00,REGULAR,0000000062,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/18/2015,04:00:00,REGULAR,0000000062,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/18/2015,08:00:00,REGULAR,0000000062,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/18/2015,08:20:55,REGULAR,0000000062,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/18/2015,08:23:48,REGULAR,0000000062,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/18/2015,10:00:02,REGULAR,0000000062,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/18/2015,12:00:00,REGULAR,0000000062,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/18/2015,16:00:00,REGULAR,0000000062,0000000000                                        
R550,R072,00-05-00,34 ST-HUDSON YD,7,IRT,09/18/2015,20:00:00,REGULAR,0000000062,0000000000                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/12/2015,00:00:00,REGULAR,0000000001,0000000050                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/12/2015,04:00:00,REGULAR,0000000001,0000000050                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/12/2015,08:00:00,REGULAR,0000000001,0000000050                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/12/2015,12:00:00,REGULAR,0000000001,0000000050                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/12/2015,16:00:00,REGULAR,0000000001,0000000050                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/12/2015,20:00:00,REGULAR,0000000001,0000000050                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/13/2015,00:00:00,REGULAR,0000000001,0000000050                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/13/2015,04:00:00,REGULAR,0000000001,0000000050                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/13/2015,08:00:00,REGULAR,0000000001,0000000050                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/13/2015,12:00:00,REGULAR,0000000001,0000000051                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/13/2015,16:00:00,REGULAR,0000000001,0000000052                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/13/2015,20:00:00,REGULAR,0000000001,0000000052                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/14/2015,00:00:00,REGULAR,0000000001,0000000052                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/14/2015,04:00:00,REGULAR,0000000001,0000000052                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/14/2015,08:00:00,REGULAR,0000000001,0000000052                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/14/2015,12:00:00,REGULAR,0000000001,0000000052                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/14/2015,12:52:19,REGULAR,0000000001,0000000052                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/14/2015,12:54:10,REGULAR,0000000001,0000000052                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/14/2015,16:00:00,REGULAR,0000000001,0000000052                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/14/2015,20:00:00,REGULAR,0000000001,0000000054                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/15/2015,00:00:00,REGULAR,0000000001,0000000054                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/15/2015,04:00:00,REGULAR,0000000001,0000000054                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/15/2015,08:00:00,REGULAR,0000000001,0000000054                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/15/2015,12:00:00,REGULAR,0000000001,0000000054                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/15/2015,16:00:00,REGULAR,0000000001,0000000054                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/15/2015,20:00:00,REGULAR,0000000001,0000000054                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/16/2015,00:00:00,REGULAR,0000000001,0000000054                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/16/2015,04:00:00,REGULAR,0000000001,0000000054                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/16/2015,08:00:00,REGULAR,0000000001,0000000054                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/16/2015,12:00:00,REGULAR,0000000001,0000000054                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/16/2015,16:00:00,REGULAR,0000000001,0000000054                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/16/2015,20:00:00,REGULAR,0000000001,0000000054                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/17/2015,00:00:00,REGULAR,0000000001,0000000054                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/17/2015,04:00:00,REGULAR,0000000001,0000000054                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/17/2015,08:00:00,REGULAR,0000000001,0000000054                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/17/2015,12:00:00,REGULAR,0000000001,0000000054                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/17/2015,16:00:00,REGULAR,0000000001,0000000054                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/17/2015,20:00:00,REGULAR,0000000001,0000000054                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/18/2015,00:00:00,REGULAR,0000000001,0000000054                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/18/2015,04:00:00,REGULAR,0000000001,0000000054                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/18/2015,08:00:00,REGULAR,0000000001,0000000054                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/18/2015,08:20:55,REGULAR,0000000001,0000000054                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/18/2015,08:23:48,REGULAR,0000000001,0000000054                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/18/2015,10:00:02,REGULAR,0000000001,0000000054                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/18/2015,12:00:00,REGULAR,0000000001,0000000054                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/18/2015,16:00:00,REGULAR,0000000001,0000000054                                        
R550,R072,00-05-01,34 ST-HUDSON YD,7,IRT,09/18/2015,20:00:00,REGULAR,0000000001,0000000054 
